epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,16241,1.14372,2.79104,0.00217,0.78969,0.66895,0.71379,0.29735,1.82131,5.12812,0.00399,0.0007724,0.0007724,0.0007724
95,16413.1,1.13762,2.68992,0.00213,0.73548,0.6963,0.7274,0.28657,1.86309,5.21409,0.00415,0.0007592,0.0007592,0.0007592
96,16586.3,1.14987,2.7988,0.0022,0.79394,0.70497,0.74224,0.26532,1.90388,5.41607,0.00421,0.000746,0.000746,0.000746
97,16763,1.13926,2.61928,0.00217,0.75725,0.70154,0.72025,0.27375,1.88887,5.25252,0.0042,0.0007328,0.0007328,0.0007328
98,16936.4,1.1428,2.68559,0.00217,0.80102,0.68611,0.7516,0.28693,1.86484,5.00081,0.00409,0.0007196,0.0007196,0.0007196
99,17110.9,1.14595,2.63159,0.00208,0.7281,0.74786,0.75218,0.30298,1.81805,4.89065,0.00395,0.0007064,0.0007064,0.0007064
100,17283.8,1.1473,2.58324,0.00213,0.74147,0.71332,0.74776,0.29961,1.87602,4.61322,0.00422,0.0006932,0.0006932,0.0006932
101,17457.3,1.13442,2.50879,0.00209,0.75123,0.70444,0.73973,0.28141,1.88939,nan,0.00423,0.00068,0.00068,0.00068
102,17632.6,1.1412,2.55229,0.00216,0.81806,0.66552,0.7293,0.29092,1.83623,5.1434,0.00406,0.0006668,0.0006668,0.0006668
103,17810.4,1.13467,2.61632,0.0021,0.76967,0.70326,0.7418,0.27538,1.9303,nan,0.00433,0.0006536,0.0006536,0.0006536
104,17984.6,1.11859,2.53563,0.0021,0.79575,0.7307,0.75518,0.29135,1.91032,4.74483,0.00426,0.0006404,0.0006404,0.0006404
105,18158.6,1.11437,2.4903,0.00208,0.75903,0.71184,0.75002,0.29082,1.87461,4.91145,0.00417,0.0006272,0.0006272,0.0006272
106,18336.2,1.11294,2.51253,0.00206,0.82513,0.6518,0.74442,0.28752,1.87904,5.06408,0.0042,0.000614,0.000614,0.000614
107,18513.3,1.12063,2.50736,0.00209,0.79517,0.72041,0.7399,0.28169,1.8913,4.80513,0.00419,0.0006008,0.0006008,0.0006008
108,18685.9,1.1361,2.32039,0.00216,0.75402,0.74135,0.755,0.29252,1.94313,4.47237,0.00436,0.0005876,0.0005876,0.0005876
109,18857.6,1.11958,2.48876,0.00207,0.79012,0.72213,0.75129,0.28195,1.90299,4.78725,0.00425,0.0005744,0.0005744,0.0005744
110,19030,1.13797,2.40623,0.00216,0.71021,0.73585,0.72924,0.27618,1.94799,nan,0.00441,0.0005612,0.0005612,0.0005612
111,19201.3,1.10873,2.32271,0.00205,0.7785,0.65711,0.7133,0.28189,1.91073,nan,0.00424,0.000548,0.000548,0.000548
112,19372.7,1.10022,2.2972,0.00202,0.76172,0.71831,0.74531,0.29311,1.90789,4.43906,0.00422,0.0005348,0.0005348,0.0005348
113,19543.8,1.11576,2.24464,0.00211,0.7571,0.7187,0.74795,0.29477,1.94643,nan,0.00438,0.0005216,0.0005216,0.0005216
114,19715.3,1.08953,2.1949,0.00207,0.77909,0.67753,0.73455,0.26918,1.98393,nan,0.00447,0.0005084,0.0005084,0.0005084
115,19886.9,1.08942,2.11112,0.00205,0.80437,0.74614,0.75534,0.27515,1.9832,nan,0.00446,0.0004952,0.0004952,0.0004952
116,20059.9,1.10561,2.17109,0.0021,0.74975,0.67581,0.71869,0.26342,2.01772,nan,0.0046,0.000482,0.000482,0.000482
117,20231.5,1.09873,2.17866,0.00206,0.79245,0.70728,0.7587,0.2835,1.99335,nan,0.00448,0.0004688,0.0004688,0.0004688
118,20405.9,1.07119,2.14439,0.00197,0.77006,0.74443,0.76339,0.28714,2.00493,nan,0.00457,0.0004556,0.0004556,0.0004556
119,20577.7,1.08074,2.09693,0.00202,0.84855,0.7208,0.76886,0.28809,1.98657,nan,0.0045,0.0004424,0.0004424,0.0004424
